_op,ScheduleDateLocalId,CalendarDate,Organisation.RefId,Term.LocalId,Schedule.LocalId,AcademicDay.LocalId,BellSchedule.LocalId,SchedulePeriodList.SchedulePeriodTime.Period.LocalId,SchedulePeriodList.SchedulePeriodTime.StartTime,SchedulePeriodList.SchedulePeriodTime.EndTime,RecordAudit.CreatedDateTime,RecordAudit.LastUpdatedDateTime
upsert,8008_2020_122,2020-08-18,8008,2020_8008_T3,8008_Sched_2020,8008_Day_B,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:40:30+1200,2020-05-27T20:40:45+1200,2020-05-27T20:41:00+1200,2020-05-27T20:41:14+1200,2020-05-27T20:41:30+1200,2020-05-27T20:41:45+1200","2020-05-27T20:40:30+1200,2020-05-27T20:40:45+1200,2020-05-27T20:41:00+1200,2020-05-27T20:41:14+1200,2020-05-27T20:41:30+1200,2020-05-27T20:41:45+1200"
upsert,8008_2020_123,2020-08-19,8008,2020_8008_T3,8008_Sched_2020,8008_Day_C,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:42:00+1200,2020-05-27T20:42:15+1200,2020-05-27T20:42:30+1200,2020-05-27T20:42:44+1200,2020-05-27T20:43:00+1200,2020-05-27T20:43:15+1200","2020-05-27T20:42:00+1200,2020-05-27T20:42:15+1200,2020-05-27T20:42:30+1200,2020-05-27T20:42:44+1200,2020-05-27T20:43:00+1200,2020-05-27T20:43:15+1200"
upsert,8008_2020_124,2020-08-20,8008,2020_8008_T3,8008_Sched_2020,8008_Day_D,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:43:30+1200,2020-05-27T20:43:45+1200,2020-05-27T20:44:00+1200,2020-05-27T20:44:15+1200,2020-05-27T20:44:30+1200,2020-05-27T20:44:45+1200","2020-05-27T20:43:30+1200,2020-05-27T20:43:45+1200,2020-05-27T20:44:00+1200,2020-05-27T20:44:15+1200,2020-05-27T20:44:30+1200,2020-05-27T20:44:45+1200"
upsert,8008_2020_125,2020-08-21,8008,2020_8008_T3,8008_Sched_2020,8008_Day_E,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:45:00+1200,2020-05-27T20:45:14+1200,2020-05-27T20:45:30+1200,2020-05-27T20:45:45+1200,2020-05-27T20:46:00+1200,2020-05-27T20:46:15+1200","2020-05-27T20:45:00+1200,2020-05-27T20:45:14+1200,2020-05-27T20:45:30+1200,2020-05-27T20:45:45+1200,2020-05-27T20:46:00+1200,2020-05-27T20:46:15+1200"
upsert,8008_2020_126,2020-08-24,8008,2020_8008_T3,8008_Sched_2020,8008_Day_F,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:46:30+1200,2020-05-27T20:46:45+1200,2020-05-27T20:47:00+1200,2020-05-27T20:47:15+1200,2020-05-27T20:47:30+1200,2020-05-27T20:47:45+1200","2020-05-27T20:46:30+1200,2020-05-27T20:46:45+1200,2020-05-27T20:47:00+1200,2020-05-27T20:47:15+1200,2020-05-27T20:47:30+1200,2020-05-27T20:47:45+1200"
upsert,8008_2020_127,2020-08-25,8008,2020_8008_T3,8008_Sched_2020,8008_Day_A,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:48:00+1200,2020-05-27T20:48:15+1200,2020-05-27T20:48:30+1200,2020-05-27T20:48:45+1200,2020-05-27T20:49:00+1200,2020-05-27T20:49:15+1200","2020-05-27T20:48:00+1200,2020-05-27T20:48:15+1200,2020-05-27T20:48:30+1200,2020-05-27T20:48:45+1200,2020-05-27T20:49:00+1200,2020-05-27T20:49:15+1200"
upsert,8008_2020_128,2020-08-26,8008,2020_8008_T3,8008_Sched_2020,8008_Day_B,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:49:30+1200,2020-05-27T20:49:45+1200,2020-05-27T20:49:59+1200,2020-05-27T20:50:15+1200,2020-05-27T20:50:30+1200,2020-05-27T20:50:45+1200","2020-05-27T20:49:30+1200,2020-05-27T20:49:45+1200,2020-05-27T20:49:59+1200,2020-05-27T20:50:15+1200,2020-05-27T20:50:30+1200,2020-05-27T20:50:45+1200"
upsert,8008_2020_129,2020-08-27,8008,2020_8008_T3,8008_Sched_2020,8008_Day_C,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:51:00+1200,2020-05-27T20:51:15+1200,2020-05-27T20:51:30+1200,2020-05-27T20:51:45+1200,2020-05-27T20:52:00+1200,2020-05-27T20:52:15+1200","2020-05-27T20:51:00+1200,2020-05-27T20:51:15+1200,2020-05-27T20:51:30+1200,2020-05-27T20:51:45+1200,2020-05-27T20:52:00+1200,2020-05-27T20:52:15+1200"
upsert,8008_2020_130,2020-08-28,8008,2020_8008_T3,8008_Sched_2020,8008_Day_D,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:52:29+1200,2020-05-27T20:52:45+1200,2020-05-27T20:53:00+1200,2020-05-27T20:53:15+1200,2020-05-27T20:53:30+1200,2020-05-27T20:53:45+1200","2020-05-27T20:52:29+1200,2020-05-27T20:52:45+1200,2020-05-27T20:53:00+1200,2020-05-27T20:53:15+1200,2020-05-27T20:53:30+1200,2020-05-27T20:53:45+1200"
upsert,8008_2020_131,2020-08-31,8008,2020_8008_T3,8008_Sched_2020,8008_Day_E,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:53:59+1200,2020-05-27T20:54:15+1200,2020-05-27T20:54:30+1200,2020-05-27T20:54:45+1200,2020-05-27T20:55:00+1200,2020-05-27T20:55:15+1200","2020-05-27T20:53:59+1200,2020-05-27T20:54:15+1200,2020-05-27T20:54:30+1200,2020-05-27T20:54:45+1200,2020-05-27T20:55:00+1200,2020-05-27T20:55:15+1200"
upsert,8008_2020_132,2020-09-01,8008,2020_8008_T3,8008_Sched_2020,8008_Day_F,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:55:30+1200,2020-05-27T20:55:45+1200,2020-05-27T20:56:00+1200,2020-05-27T20:56:15+1200,2020-05-27T20:56:29+1200,2020-05-27T20:56:45+1200","2020-05-27T20:55:30+1200,2020-05-27T20:55:45+1200,2020-05-27T20:56:00+1200,2020-05-27T20:56:15+1200,2020-05-27T20:56:29+1200,2020-05-27T20:56:45+1200"
upsert,8008_2020_133,2020-09-02,8008,2020_8008_T3,8008_Sched_2020,8008_Day_A,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:57:00+1200,2020-05-27T20:57:15+1200,2020-05-27T20:57:30+1200,2020-05-27T20:57:45+1200,2020-05-27T20:58:00+1200,2020-05-27T20:58:15+1200","2020-05-27T20:57:00+1200,2020-05-27T20:57:15+1200,2020-05-27T20:57:30+1200,2020-05-27T20:57:45+1200,2020-05-27T20:58:00+1200,2020-05-27T20:58:15+1200"
upsert,8008_2020_134,2020-09-03,8008,2020_8008_T3,8008_Sched_2020,8008_Day_B,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T20:58:30+1200,2020-05-27T20:58:45+1200,2020-05-27T20:59:00+1200,2020-05-27T20:59:15+1200,2020-05-27T20:59:30+1200,2020-05-27T20:59:45+1200","2020-05-27T20:58:30+1200,2020-05-27T20:58:45+1200,2020-05-27T20:59:00+1200,2020-05-27T20:59:15+1200,2020-05-27T20:59:30+1200,2020-05-27T20:59:45+1200"
upsert,8008_2020_135,2020-09-04,8008,2020_8008_T3,8008_Sched_2020,8008_Day_C,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:00:00+1200,2020-05-27T21:00:15+1200,2020-05-27T21:00:30+1200,2020-05-27T21:00:45+1200,2020-05-27T21:01:00+1200,2020-05-27T21:01:14+1200","2020-05-27T21:00:00+1200,2020-05-27T21:00:15+1200,2020-05-27T21:00:30+1200,2020-05-27T21:00:45+1200,2020-05-27T21:01:00+1200,2020-05-27T21:01:14+1200"
upsert,8008_2020_136,2020-09-07,8008,2020_8008_T3,8008_Sched_2020,8008_Day_D,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:01:30+1200,2020-05-27T21:01:45+1200,2020-05-27T21:02:00+1200,2020-05-27T21:02:15+1200,2020-05-27T21:02:30+1200,2020-05-27T21:02:45+1200","2020-05-27T21:01:30+1200,2020-05-27T21:01:45+1200,2020-05-27T21:02:00+1200,2020-05-27T21:02:15+1200,2020-05-27T21:02:30+1200,2020-05-27T21:02:45+1200"
upsert,8008_2020_137,2020-09-08,8008,2020_8008_T3,8008_Sched_2020,8008_Day_E,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:03:00+1200,2020-05-27T21:03:15+1200,2020-05-27T21:03:30+1200,2020-05-27T21:03:44+1200,2020-05-27T21:04:00+1200,2020-05-27T21:04:15+1200","2020-05-27T21:03:00+1200,2020-05-27T21:03:15+1200,2020-05-27T21:03:30+1200,2020-05-27T21:03:44+1200,2020-05-27T21:04:00+1200,2020-05-27T21:04:15+1200"
upsert,8008_2020_138,2020-09-09,8008,2020_8008_T3,8008_Sched_2020,8008_Day_F,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:04:30+1200,2020-05-27T21:04:45+1200,2020-05-27T21:05:00+1200,2020-05-27T21:05:14+1200,2020-05-27T21:05:30+1200,2020-05-27T21:05:45+1200","2020-05-27T21:04:30+1200,2020-05-27T21:04:45+1200,2020-05-27T21:05:00+1200,2020-05-27T21:05:14+1200,2020-05-27T21:05:30+1200,2020-05-27T21:05:45+1200"
upsert,8008_2020_139,2020-09-10,8008,2020_8008_T3,8008_Sched_2020,8008_Day_A,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:06:00+1200,2020-05-27T21:06:15+1200,2020-05-27T21:06:30+1200,2020-05-27T21:06:45+1200,2020-05-27T21:07:00+1200,2020-05-27T21:07:15+1200","2020-05-27T21:06:00+1200,2020-05-27T21:06:15+1200,2020-05-27T21:06:30+1200,2020-05-27T21:06:45+1200,2020-05-27T21:07:00+1200,2020-05-27T21:07:15+1200"
upsert,8008_2020_140,2020-09-11,8008,2020_8008_T3,8008_Sched_2020,8008_Day_B,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:07:30+1200,2020-05-27T21:07:44+1200,2020-05-27T21:08:00+1200,2020-05-27T21:08:15+1200,2020-05-27T21:08:30+1200,2020-05-27T21:08:45+1200","2020-05-27T21:07:30+1200,2020-05-27T21:07:44+1200,2020-05-27T21:08:00+1200,2020-05-27T21:08:15+1200,2020-05-27T21:08:30+1200,2020-05-27T21:08:45+1200"
upsert,8008_2020_141,2020-09-14,8008,2020_8008_T3,8008_Sched_2020,8008_Day_C,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:09:00+1200,2020-05-27T21:09:15+1200,2020-05-27T21:09:30+1200,2020-05-27T21:09:45+1200,2020-05-27T21:10:00+1200,2020-05-27T21:10:15+1200","2020-05-27T21:09:00+1200,2020-05-27T21:09:15+1200,2020-05-27T21:09:30+1200,2020-05-27T21:09:45+1200,2020-05-27T21:10:00+1200,2020-05-27T21:10:15+1200"
upsert,8008_2020_142,2020-09-15,8008,2020_8008_T3,8008_Sched_2020,8008_Day_D,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:10:30+1200,2020-05-27T21:10:45+1200,2020-05-27T21:11:00+1200,2020-05-27T21:11:15+1200,2020-05-27T21:11:30+1200,2020-05-27T21:11:45+1200","2020-05-27T21:10:30+1200,2020-05-27T21:10:45+1200,2020-05-27T21:11:00+1200,2020-05-27T21:11:15+1200,2020-05-27T21:11:30+1200,2020-05-27T21:11:45+1200"
upsert,8008_2020_143,2020-09-16,8008,2020_8008_T3,8008_Sched_2020,8008_Day_E,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:12:00+1200,2020-05-27T21:12:15+1200,2020-05-27T21:12:29+1200,2020-05-27T21:12:45+1200,2020-05-27T21:13:00+1200,2020-05-27T21:13:15+1200","2020-05-27T21:12:00+1200,2020-05-27T21:12:15+1200,2020-05-27T21:12:29+1200,2020-05-27T21:12:45+1200,2020-05-27T21:13:00+1200,2020-05-27T21:13:15+1200"
upsert,8008_2020_144,2020-09-17,8008,2020_8008_T3,8008_Sched_2020,8008_Day_F,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:13:30+1200,2020-05-27T21:13:45+1200,2020-05-27T21:14:00+1200,2020-05-27T21:14:15+1200,2020-05-27T21:14:30+1200,2020-05-27T21:14:45+1200","2020-05-27T21:13:30+1200,2020-05-27T21:13:45+1200,2020-05-27T21:14:00+1200,2020-05-27T21:14:15+1200,2020-05-27T21:14:30+1200,2020-05-27T21:14:45+1200"
upsert,8008_2020_145,2020-09-18,8008,2020_8008_T3,8008_Sched_2020,8008_Day_A,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:14:59+1200,2020-05-27T21:15:15+1200,2020-05-27T21:15:30+1200,2020-05-27T21:15:45+1200,2020-05-27T21:16:00+1200,2020-05-27T21:16:15+1200","2020-05-27T21:14:59+1200,2020-05-27T21:15:15+1200,2020-05-27T21:15:30+1200,2020-05-27T21:15:45+1200,2020-05-27T21:16:00+1200,2020-05-27T21:16:15+1200"
upsert,8008_2020_146,2020-09-21,8008,2020_8008_T3,8008_Sched_2020,8008_Day_B,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:16:29+1200,2020-05-27T21:16:45+1200,2020-05-27T21:17:00+1200,2020-05-27T21:17:15+1200,2020-05-27T21:17:30+1200,2020-05-27T21:17:45+1200","2020-05-27T21:16:29+1200,2020-05-27T21:16:45+1200,2020-05-27T21:17:00+1200,2020-05-27T21:17:15+1200,2020-05-27T21:17:30+1200,2020-05-27T21:17:45+1200"
upsert,8008_2020_147,2020-09-22,8008,2020_8008_T3,8008_Sched_2020,8008_Day_C,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:18:00+1200,2020-05-27T21:18:15+1200,2020-05-27T21:18:30+1200,2020-05-27T21:18:45+1200,2020-05-27T21:18:59+1200,2020-05-27T21:19:15+1200","2020-05-27T21:18:00+1200,2020-05-27T21:18:15+1200,2020-05-27T21:18:30+1200,2020-05-27T21:18:45+1200,2020-05-27T21:18:59+1200,2020-05-27T21:19:15+1200"
upsert,8008_2020_148,2020-09-23,8008,2020_8008_T3,8008_Sched_2020,8008_Day_D,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:19:30+1200,2020-05-27T21:19:45+1200,2020-05-27T21:20:00+1200,2020-05-27T21:20:15+1200,2020-05-27T21:20:30+1200,2020-05-27T21:20:45+1200","2020-05-27T21:19:30+1200,2020-05-27T21:19:45+1200,2020-05-27T21:20:00+1200,2020-05-27T21:20:15+1200,2020-05-27T21:20:30+1200,2020-05-27T21:20:45+1200"
upsert,8008_2020_149,2020-09-24,8008,2020_8008_T3,8008_Sched_2020,8008_Day_E,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:21:00+1200,2020-05-27T21:21:15+1200,2020-05-27T21:21:30+1200,2020-05-27T21:21:45+1200,2020-05-27T21:22:00+1200,2020-05-27T21:22:15+1200","2020-05-27T21:21:00+1200,2020-05-27T21:21:15+1200,2020-05-27T21:21:30+1200,2020-05-27T21:21:45+1200,2020-05-27T21:22:00+1200,2020-05-27T21:22:15+1200"
upsert,8008_2020_150,2020-09-25,8008,2020_8008_T3,8008_Sched_2020,8008_Day_F,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:22:30+1200,2020-05-27T21:22:45+1200,2020-05-27T21:23:00+1200,2020-05-27T21:23:15+1200,2020-05-27T21:23:30+1200,2020-05-27T21:23:44+1200","2020-05-27T21:22:30+1200,2020-05-27T21:22:45+1200,2020-05-27T21:23:00+1200,2020-05-27T21:23:15+1200,2020-05-27T21:23:30+1200,2020-05-27T21:23:44+1200"
upsert,8008_2020_151,2020-10-12,8008,2020_8008_T4,8008_Sched_2020,8008_Day_A,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:24:00+1200,2020-05-27T21:24:15+1200,2020-05-27T21:24:30+1200,2020-05-27T21:24:45+1200,2020-05-27T21:25:00+1200,2020-05-27T21:25:15+1200","2020-05-27T21:24:00+1200,2020-05-27T21:24:15+1200,2020-05-27T21:24:30+1200,2020-05-27T21:24:45+1200,2020-05-27T21:25:00+1200,2020-05-27T21:25:15+1200"
upsert,8008_2020_152,2020-10-13,8008,2020_8008_T4,8008_Sched_2020,8008_Day_B,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:25:30+1200,2020-05-27T21:25:45+1200,2020-05-27T21:26:00+1200,2020-05-27T21:26:14+1200,2020-05-27T21:26:30+1200,2020-05-27T21:26:45+1200","2020-05-27T21:25:30+1200,2020-05-27T21:25:45+1200,2020-05-27T21:26:00+1200,2020-05-27T21:26:14+1200,2020-05-27T21:26:30+1200,2020-05-27T21:26:45+1200"
upsert,8008_2020_153,2020-10-14,8008,2020_8008_T4,8008_Sched_2020,8008_Day_C,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:27:00+1200,2020-05-27T21:27:15+1200,2020-05-27T21:27:30+1200,2020-05-27T21:27:44+1200,2020-05-27T21:28:00+1200,2020-05-27T21:28:15+1200","2020-05-27T21:27:00+1200,2020-05-27T21:27:15+1200,2020-05-27T21:27:30+1200,2020-05-27T21:27:44+1200,2020-05-27T21:28:00+1200,2020-05-27T21:28:15+1200"
upsert,8008_2020_154,2020-10-15,8008,2020_8008_T4,8008_Sched_2020,8008_Day_D,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:28:30+1200,2020-05-27T21:28:45+1200,2020-05-27T21:29:00+1200,2020-05-27T21:29:15+1200,2020-05-27T21:29:30+1200,2020-05-27T21:29:45+1200","2020-05-27T21:28:30+1200,2020-05-27T21:28:45+1200,2020-05-27T21:29:00+1200,2020-05-27T21:29:15+1200,2020-05-27T21:29:30+1200,2020-05-27T21:29:45+1200"
upsert,8008_2020_155,2020-10-16,8008,2020_8008_T4,8008_Sched_2020,8008_Day_E,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:30:00+1200,2020-05-27T21:30:14+1200,2020-05-27T21:30:30+1200,2020-05-27T21:30:45+1200,2020-05-27T21:31:00+1200,2020-05-27T21:31:15+1200","2020-05-27T21:30:00+1200,2020-05-27T21:30:14+1200,2020-05-27T21:30:30+1200,2020-05-27T21:30:45+1200,2020-05-27T21:31:00+1200,2020-05-27T21:31:15+1200"
upsert,8008_2020_156,2020-10-19,8008,2020_8008_T4,8008_Sched_2020,8008_Day_F,8008_Regular,"8008_HR,8008_P1,8008_P2,8008_P3,8008_P4,8008_P5","08:45:00+1200,09:00:00+1200,09:55:00+1200,11:00:00+1200,12:40:00+1200,13:45:00+1200","08:55:00+1200,09:50:00+1200,10:45:00+1200,11:50:00+1200,13:30:00+1200,14:45:00+1200","2020-05-27T21:31:30+1200,2020-05-27T21:31:45+1200,2020-05-27T21:32:00+1200,2020-05-27T21:32:15+1200,2020-05-27T21:32:30+1200,2020-05-27T21:32:45+1200","2020-05-27T21:31:30+1200,2020-05-27T21:31:45+1200,2020-05-27T21:32:00+1200,2020-05-27T21:32:15+1200,2020-05-27T21:32:30+1200,2020-05-27T21:32:45+1200"
